0, 1
1, 1
2, 1
3, 1
4, 1
5, 1
6, 1
7, 1
8, 1
9, 1
10, 1
11, 1
12, 1
13, 1
14, 1
15, 1
16, 1
17, 1
18, 1
19, 1
20, 1
21, 1
22, 1
23, 1
24, 2
25, 2
26, 2
27, 2
28, 2
29, 2
30, 2
31, 2
32, 2
33, 2
34, 2
35, 2
36, 2
37, 2
38, 2
39, 2
40, 2
41, 2
42, 2
43, 2
44, 2
45, 2
46, 2
47, 3
48, 3
49, 3
50, 3
51, 3
52, 3
53, 3
54, 3
55, 3
56, 3
57, 3
58, 3
59, 4
60, 4
61, 4
62, 4
63, 4
64, 4
65, 4
66, 4
67, 4
68, 4
69, 4
70, 5
71, 5
72, 5
73, 5
74, 5
75, 5
76, 5
77, 5
78, 5
79, 5
80, 5
81, 5
82, 5
83, 5
84, 5
85, 5
86, 5
87, 5
88, 5
89, 5
90, 5
91, 5
92, 5
93, 5
94, 4
95, 4
96, 4
97, 4
98, 4
99, 4
100, 4
101, 4
102, 5
103, 5
104, 5
105, 5
106, 5
107, 5
108, 5
109, 5
110, 5
111, 5
112, 5
113, 6
114, 5
115, 5
116, 5
117, 5
118, 5
119, 5
120, 5
121, 5
122, 6
123, 6
124, 6
125, 6
126, 6
127, 6
128, 6
129, 6
130, 5
131, 5
132, 5
133, 5
134, 5
135, 5
136, 5
137, 6
138, 6
139, 6
140, 6
141, 6
142, 6
143, 6
144, 6
145, 6
146, 6
147, 6
148, 6
149, 6
150, 6
151, 6
152, 6
153, 6
154, 6
155, 6
156, 6
157, 6
158, 5
159, 6
160, 6
161, 6
162, 5
163, 6
164, 6
165, 6
166, 6
167, 6
168, 6
169, 6
170, 6
171, 5
172, 5
173, 5
174, 5
175, 5
176, 6
177, 6
178, 6
179, 5
180, 5
181, 5
182, 5
183, 6
184, 6
185, 6
186, 5
187, 5
188, 5
189, 5
190, 5
191, 6
192, 5
193, 5
194, 5
195, 5
196, 5
197, 5
198, 5
199, 6
200, 6
201, 6
202, 6
203, 6
204, 6
205, 6
206, 6
207, 6
208, 6
209, 6
210, 6
211, 6
212, 6
213, 6
214, 6
215, 6
216, 6
217, 6
218, 6
219, 6
220, 6
221, 6
222, 6
223, 6
224, 3
225, 3
226, 3
227, 3
228, 3
229, 3
230, 3
231, 3
232, 3
233, 3
234, 3
235, 3
236, 3
237, 3
238, 3
239, 3
240, 3
241, 3
242, 2
243, 2
244, 2
245, 2
246, 2
247, 2
248, 2
249, 2
250, 2
251, 2
252, 2
253, 2
254, 2
255, 2
256, 2
257, 2
258, 2
259, 2
260, 1
261, 1
262, 1
263, 1
264, 1
265, 1
266, 1
267, 1
268, 1
269, 1
270, 0
271, 0
272, 0
273, 0
274, 0
275, 0
276, 0
277, 0
278, 0
279, 0
280, 0
281, 0
282, 0
283, 0
284, 0
285, 0
286, 0
287, 0
288, 0
289, 0
290, 0
291, 0
292, 0
293, 0
294, 0
295, 0
296, 0
297, 0
298, 0
299, 0
300, 0
301, 0
302, 0
303, 0
304, 0
305, 0
306, 0
307, 0
308, 0
309, 0
310, 0
311, 0
312, 0
313, 0
314, 0
315, 0
316, 0
317, 0
318, 0
319, 0
320, 0
321, 0
322, 0
323, 0
324, 0
325, 0
326, 0
327, 0
328, 0
329, 0
330, 0
331, 0
332, 0
333, 0
334, 0
335, 0
336, 0
337, 0
338, 0
339, 0
340, 0
341, 0
342, 0
343, 0
344, 0
345, 0
346, 0
347, 0
348, 0
349, 0
350, 0
351, 0
352, 0
353, 0
354, 0
355, 0
356, 0
357, 0
358, 0
359, 0
360, 0
361, 0
362, 0
363, 0
364, 0
365, 0
366, 0
367, 0
368, 0
369, 0
370, 0
371, 0
372, 0
373, 0
374, 0
375, 0
376, 0
377, 0
378, 0
379, 0
380, 0
381, 0
382, 0
383, 0
384, 0
385, 0
386, 0
387, 0
388, 0
389, 0
390, 0
391, 0
392, 0
393, 0
394, 0
395, 0
396, 0
397, 0
398, 0
399, 0
400, 0
401, 0
402, 0
403, 0
404, 0
405, 0
406, 0
407, 0
408, 0
409, 0
410, 0
411, 0
412, 0
413, 0
414, 0
415, 0
416, 0
417, 0
418, 0
419, 0
420, 0
421, 0
422, 0
423, 0
424, 0
425, 0
426, 0
427, 0
428, 0
429, 0
430, 0
431, 0
432, 0
433, 0
434, 0
435, 0
436, 0
437, 0
438, 0
439, 0
440, 0
441, 0
442, 0
443, 0
444, 0
445, 0
446, 0
447, 0
448, 0
449, 0
450, 0
451, 0
452, 0
453, 0
454, 0
455, 0
456, 0
457, 0
458, 0
459, 0
460, 0
461, 0
462, 0
463, 0
464, 0
465, 0
466, 0
467, 0
468, 0
469, 0
470, 0
471, 0
472, 0
473, 0
474, 0
475, 0
476, 0
477, 0
